GSM4233218_WT_806_6M_FC.txt	GSM4233219_WT_807_6M_FC.txt	GSM4233220_WT_817_6M_FC.txt	GSM4233221_WT_819_6M_FC.txt	GSM4233222_TG_967_6M_FC.txt	GSM4233223_TG_968_6M_FC.txt	GSM4233224_TG_970_6M_FC.txt	GSM4233225_WT_178_11M_FC.txt	GSM4233226_WT_772_11M_FC.txt	GSM4233227_WT_774_11M_FC.txt	GSM4233228_TG_180_11M_FC.txt	GSM4233229_TG_183_11M_FC.txt	GSM4233230_TG_795_11M_FC.txt
0.00	2.17	7.84	1.70	0.01	0.00	1.86	5.62	2.21	2.64	0.00	0.00	1.55
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
321.18	192.04	189.25	154.54	129.38	0.08	0.52	9.80	0.00	163.14	164.80	345.54	170.41
169.17	185.87	204.86	195.90	119.43	139.62	155.31	239.69	215.21	75.80	101.69	126.67	111.63
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
152.14	116.00	192.82	175.22	197.00	173.85	176.17	208.80	188.85	136.93	189.77	169.18	184.23
0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	2.00	6.00	1.00
856.15	723.57	865.95	739.80	792.72	805.52	828.26	711.99	598.71	568.81	685.12	626.49	698.11
126.51	117.68	135.65	108.34	128.00	133.95	135.93	125.92	107.37	146.55	103.70	95.00	131.00
725.73	733.00	1629.63	724.87	1522.70	1272.84	1214.77	1181.77	801.86	619.94	1116.67	1374.73	1348.79
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
17.00	22.00	39.81	16.00	12.00	17.03	16.00	29.73	29.67	22.00	11.00	7.00	28.66
4.00	1.00	6.00	7.00	1.00	3.00	2.00	3.00	6.00	3.00	4.00	1.00	1.00
124.00	174.00	185.00	182.00	142.00	122.00	137.00	106.00	110.95	173.00	109.61	108.77	114.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
508.41	537.26	530.21	505.00	639.33	502.00	592.32	473.74	344.57	406.30	411.60	390.22	454.81
537.85	507.52	609.06	521.29	506.89	467.62	530.79	516.71	528.39	482.69	459.73	504.93	539.81
0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	0.00	1.00
264.44	269.40	305.82	346.27	218.98	256.45	282.01	282.60	353.22	289.51	311.79	309.50	298.68
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3052.00	3264.00	3089.00	3333.00	3134.00	3076.00	3906.00	4283.00	5852.00	3404.00	3946.00	4112.00	5093.00
1.00	0.00	0.00	0.00	2.00	2.00	4.00	0.00	3.00	0.00	0.00	1.00	1.00
14.00	13.00	25.00	20.00	19.00	11.00	15.00	16.00	29.00	9.00	9.00	18.00	12.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	1.00	3.00	3.00	3.00	5.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00
7341.00	7971.00	7523.00	8103.00	7876.00	7141.00	7933.00	6778.00	6243.00	6056.00	6623.00	6627.00	6942.00
258.02	211.32	294.95	255.38	258.69	261.38	319.79	312.26	289.68	284.46	332.38	234.31	263.05
22.00	26.00	14.00	41.00	15.00	26.00	42.00	17.00	26.00	21.00	46.00	13.00	30.00
8150.00	9290.00	6138.00	9738.00	7655.00	7000.00	10048.00	8882.00	8107.00	6875.00	7872.00	8478.00	8361.00
3.00	2.00	1.00	1.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	3.00	0.00
4.00	16.00	6.00	20.00	16.00	12.00	15.00	18.00	11.92	7.00	10.00	21.00	24.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
947.17	831.56	869.43	714.66	998.85	730.84	824.41	692.23	613.93	697.90	816.32	644.28	698.27
134.00	193.00	185.00	97.00	212.00	216.00	160.00	162.00	212.00	68.00	264.00	247.00	299.00
202.00	220.43	165.00	184.39	254.46	218.40	209.00	197.00	164.00	219.51	170.00	226.00	199.00
167.30	305.77	249.96	271.38	273.15	227.13	253.48	147.35	226.68	223.94	178.15	219.97	196.15
89.29	107.08	94.70	104.87	94.95	107.43	95.81	79.08	94.34	72.16	86.59	69.66	100.29
5.00	1.00	0.00	2.00	0.00	0.00	4.00	8.46	6.00	0.00	5.14	1.12	1.00
121.00	136.00	162.47	128.00	121.46	96.82	101.00	103.47	161.00	148.00	117.00	150.73	113.00
57.71	106.49	94.30	99.74	113.59	120.17	84.19	62.92	90.66	82.33	86.41	87.70	77.71
25.00	31.00	43.00	30.00	32.00	27.00	30.00	46.00	41.00	55.00	27.00	21.00	22.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
367.04	355.39	373.48	335.62	324.75	389.64	443.14	375.11	322.31	282.19	413.68	378.37	387.91
1.00	1.00	3.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00
96.88	128.18	138.46	130.59	169.38	150.83	109.21	99.34	112.04	49.53	94.95	112.61	72.20
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
416.38	549.40	585.74	500.32	545.71	680.83	631.67	431.25	452.72	410.48	438.17	559.18	466.08
594.80	733.22	582.05	575.17	747.87	613.50	674.87	504.76	505.51	520.65	534.24	522.52	591.57
51.80	63.23	47.43	56.79	52.27	48.98	36.35	50.30	60.24	87.45	43.06	68.25	61.80
110.87	91.33	79.25	99.14	110.83	93.26	101.91	108.84	112.94	87.77	96.88	76.99	98.00
223.39	240.34	256.48	336.91	330.89	284.40	216.92	160.73	99.13	140.27	84.00	123.44	104.94
106.22	154.37	85.56	68.54	86.84	148.32	119.92	140.33	158.87	225.74	217.02	182.90	193.98
151.02	195.08	155.93	147.16	154.11	163.68	165.81	116.22	80.88	112.81	173.30	145.51	170.80
62.74	57.22	200.98	114.55	0.00	0.00	16.38	0.00	0.00	72.79	0.00	85.91	88.39
0.64	2.38	0.00	0.00	0.00	0.00	0.00	0.00	2.90	0.00	0.00	0.00	0.00
94.70	4.22	3.86	119.65	96.63	124.14	189.27	6.12	155.37	28.49	84.76	17.01	5.30
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.04	36.16	31.23	42.57	49.13	29.86	48.59	41.78	30.26	47.55	40.35	36.86	35.65
477.42	639.45	589.29	560.14	627.25	504.23	618.90	477.96	393.38	452.99	428.11	457.92	494.12
34.31	30.95	25.04	24.19	24.08	30.14	43.16	24.96	9.62	34.42	31.40	25.79	13.96
1131.22	1312.49	1351.23	1341.32	1370.26	1267.42	1303.92	1280.27	1270.49	1263.72	1205.70	1101.78	1289.24
96.09	116.82	0.00	33.05	181.31	192.08	111.55	118.92	197.66	211.55	137.77	107.41	94.82
33.00	36.00	47.00	37.00	47.00	41.00	37.00	59.00	50.00	38.00	52.00	29.00	30.00
99.85	61.37	76.53	74.59	91.30	64.24	95.87	84.81	127.92	131.73	42.77	89.13	81.23
1.00	1.00	3.00	1.00	0.00	0.00	4.00	1.00	1.00	0.00	0.00	0.00	2.00
8.00	7.00	17.00	2.00	13.00	9.00	10.00	3.54	9.00	5.00	7.86	4.88	5.00
17.00	25.00	19.00	18.00	21.00	14.00	27.00	18.00	22.00	19.00	19.00	17.00	25.00
582.00	637.00	657.00	660.00	600.00	579.00	574.00	609.00	708.00	704.00	624.00	741.00	633.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	2.06	0.00	0.00	0.00	0.00	1.80	1.63	0.00	1.57	4.06	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
346.19	379.66	473.68	389.44	389.67	381.60	387.84	426.54	397.62	345.69	359.31	325.22	311.87
17.00	15.00	13.00	9.00	7.00	18.00	9.00	20.00	16.00	15.00	37.00	20.00	48.00
26.70	33.31	46.56	12.73	6.46	49.08	30.91	8.60	37.05	18.15	51.41	38.77	99.60
42.25	28.69	26.44	18.27	23.54	18.92	7.09	28.40	17.95	5.85	14.59	18.23	15.40
4469.93	4810.93	4899.55	4753.06	4224.84	4415.04	4498.10	4717.00	5285.52	4422.77	4176.38	4653.57	4734.91
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
433.07	437.48	453.67	374.91	460.13	446.81	378.39	355.27	385.54	331.85	284.27	371.89	312.72
5.00	4.00	6.00	0.00	1.00	5.00	5.00	4.00	3.00	5.00	6.00	1.00	2.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.10	13.78	35.00	21.00	9.74	36.00	18.27	27.88	13.59	36.29	30.82	4.10	39.00
0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1460.94	1523.03	1410.41	1555.46	1755.93	1498.04	1726.06	1306.96	1016.04	1328.40	1396.79	1261.30	1356.60
22.30	10.00	15.00	19.00	24.00	31.00	56.00	20.00	34.00	24.00	138.30	82.65	114.71
9.00	17.00	28.00	10.00	47.00	47.00	53.00	16.00	23.00	18.00	115.00	100.97	146.00
0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
5.00	0.00	5.00	3.00	0.00	0.00	0.00	1.00	3.00	6.00	0.00	2.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	1.00	1.00	0.00	3.00	2.00	3.00	1.00	0.00	2.00	2.00	1.00	2.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	2.00	1.00	0.00	1.00	1.00
0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
204.00	207.00	274.00	189.00	175.00	168.00	189.00	80.00	107.00	207.00	204.00	91.00	198.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	27.00	37.00	26.00	32.00	16.00	25.00	30.00	17.00	4.00	31.00	20.00	24.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.24	3.62	3.15	0.00	0.00	4.16	6.77	0.00	4.12	3.13	11.34	11.54	3.32
0.00	2.84	3.83	0.00	2.18	2.65	0.00	4.56	2.98	3.66	0.00	0.06	3.66
176.00	205.00	192.00	153.00	187.00	197.00	184.00	161.00	130.00	192.00	146.00	178.00	161.00
0.00	0.87	0.00	1.75	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00
594.17	569.22	621.40	693.44	750.90	641.76	734.51	545.86	441.00	470.82	547.67	485.71	561.41
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
53.00	43.00	53.00	41.00	51.00	41.00	49.00	40.00	38.00	48.00	50.00	50.00	49.00
25.60	34.15	41.98	20.00	44.31	42.33	36.68	29.00	27.91	33.47	30.23	43.79	22.28
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
724.00	644.00	766.00	662.00	628.00	614.00	760.00	573.00	617.00	670.00	735.00	633.00	647.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	1.00	1.00	0.00	1.00	2.00	0.00	1.00	0.00	1.00	1.00	2.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.00	4.00	0.00	2.00	1.00	0.00	0.00	9.00	9.00	1.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45.00	39.00	21.00	15.00	110.00	195.00	179.00	20.00	13.00	19.00	221.00	119.00	455.00
545.00	562.00	813.00	654.00	780.99	602.99	642.97	962.98	1389.00	979.00	769.96	1075.97	910.96
5.00	0.49	3.56	0.04	4.85	4.80	1.14	0.00	2.34	0.00	0.41	5.65	1.33
1104.00	1134.00	1082.00	1173.00	1051.00	1049.00	1236.00	1114.00	1244.00	1029.00	1264.00	1337.00	1442.00
40.00	79.00	61.00	98.00	40.00	42.00	88.00	93.00	102.00	58.00	103.00	48.00	107.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	2.00	1.00	1.00	0.00	0.00	2.00	1.00	1.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	3.00	5.00	11.00	4.00	7.00	2.00	5.00	10.00	3.00	15.00	3.00	4.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
360.00	335.00	374.00	350.00	374.00	366.00	411.00	386.00	323.00	391.00	363.00	322.00	376.00
18634.00	20895.00	16248.00	21549.00	22581.00	18962.00	23261.00	20250.00	19471.00	15422.00	23045.00	22730.00	25114.00
31.00	21.00	28.00	20.00	16.00	25.00	16.00	20.00	20.00	39.00	32.00	16.00	26.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
173.00	164.00	198.00	178.00	203.00	183.00	171.00	176.00	119.00	231.00	151.00	133.00	149.00
26.00	37.00	69.00	27.00	54.00	53.00	53.00	39.00	27.00	23.00	42.00	34.00	31.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	6.00	0.00	2.00
5.00	5.00	4.00	5.00	1.00	2.00	2.00	9.00	8.00	9.00	5.00	5.00	8.00
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
844.00	656.00	997.00	778.00	746.00	750.00	582.00	557.00	470.00	970.00	641.00	592.00	547.00
4450.00	4845.00	4591.00	4729.00	4265.00	3749.00	4171.00	5517.00	3471.00	3673.00	4706.00	3468.00	4980.00
130.00	152.84	138.95	150.00	209.00	216.95	180.00	153.00	219.85	133.90	329.00	323.00	342.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
70.00	58.00	68.00	48.00	43.00	34.00	50.00	95.00	84.00	92.00	55.00	81.00	64.00
0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	26.00	21.00	24.00	11.00	28.00	14.00	38.00	42.00	25.00	19.00	11.00	31.00
1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	0.00
18.00	12.00	14.00	18.00	15.00	14.00	14.00	23.00	13.00	8.00	7.00	9.00	10.00
156.00	144.00	126.00	156.00	156.00	139.00	139.00	164.00	136.00	143.00	124.00	177.00	160.00
404.00	364.00	505.00	455.00	372.00	444.00	500.00	617.00	497.00	449.00	468.00	464.00	512.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	12.00	6.00	12.00	6.00	15.00	16.00	21.00	9.00	13.00	12.00	10.00	13.00
89.00	88.99	85.00	90.00	106.08	119.68	93.00	81.97	94.10	124.00	91.00	112.00	113.00
3.00	13.00	13.00	12.00	15.00	14.00	6.00	22.00	15.00	13.00	10.00	6.00	10.00
1507.88	1786.18	1759.50	1676.74	2004.83	1668.93	1666.07	1455.33	1054.26	1239.67	1416.39	1250.10	1307.61
350.68	346.61	355.58	392.68	380.80	317.90	346.84	347.60	377.84	340.00	374.61	313.30	314.87
119.96	135.00	90.09	195.36	300.81	224.93	298.78	125.00	246.16	178.18	497.39	397.07	648.03
551.00	540.00	539.00	533.00	653.00	568.00	618.00	521.00	478.00	459.00	551.00	528.00	610.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	1.00	1.00	4.02	0.00	3.00	1.00	3.00	1.00	0.00	1.00	3.01	0.00
0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
277.03	396.48	304.38	344.18	409.99	346.50	366.27	337.49	268.50	314.93	328.84	318.07	288.02
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
83.84	65.80	66.21	111.80	97.79	84.30	95.22	63.29	84.72	79.72	110.52	102.00	88.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1869.00	2265.00	1938.00	2130.00	2227.00	1949.00	2130.00	2103.00	2177.00	1461.00	2175.00	2065.00	2285.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	7.00	6.00	2.00	2.00	3.00	5.00	6.00	15.00	10.00	11.00	4.00	5.00
66.17	18.57	64.24	45.02	31.71	44.78	52.91	79.62	64.42	58.17	91.49	59.36	107.44
3.00	3.00	1.00	3.00	0.00	1.00	1.00	4.00	2.00	2.98	3.29	4.39	5.48
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	5.00	6.00	8.00	2.00	5.00	6.00	4.00	8.00	12.00	8.00	4.00	11.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
75.13	25.06	71.00	50.12	37.08	47.00	64.00	53.00	77.00	53.00	64.00	30.03	64.15
660.00	588.00	600.00	530.00	494.00	399.00	557.00	683.00	588.00	607.00	607.00	567.00	640.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
763.04	810.98	796.17	796.25	812.92	756.51	765.53	751.96	652.46	774.77	756.65	767.76	728.15
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
769.00	614.00	705.00	665.00	720.00	721.00	834.00	564.00	528.00	586.00	720.00	659.00	876.00
1415.00	1668.00	2185.00	1505.00	1579.00	1674.00	1562.00	1991.00	2338.00	1969.00	1523.00	1949.00	1722.00
0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
88.93	60.07	0.00	18.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	51.00
4.96	6.24	2.47	3.67	7.46	3.53	6.03	5.02	7.12	3.61	1.28	8.60	5.89
87.00	80.00	62.00	68.00	163.00	94.00	103.00	92.00	128.00	101.00	152.00	164.00	214.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
151.00	152.00	226.00	138.00	219.00	159.00	177.00	205.00	144.00	111.00	169.00	185.00	178.00
23.04	32.24	23.88	20.04	27.01	37.39	33.32	35.42	28.53	21.16	33.75	18.07	42.48
5.00	0.00	2.00	2.00	1.00	1.00	4.00	0.00	4.00	1.00	3.00	0.00	4.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.15	0.00
0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
17.00	14.00	23.00	19.00	11.00	17.00	9.00	7.00	16.00	22.00	13.00	10.00	5.00
28.00	42.00	28.00	36.00	30.00	23.00	26.00	27.00	46.00	48.00	54.00	54.00	41.00
0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	4.00	0.00	9.00	0.00	0.00	0.00	0.00	3.00	0.00	4.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
181.00	202.00	220.00	208.00	190.00	194.00	207.00	200.00	172.00	185.00	217.00	195.00	205.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	8.00	5.00	7.00	189.00	420.00	382.00	16.00	9.00	12.00	820.00	567.00	1205.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	7.77	7.52	5.00	0.00	1.22	3.58	1.34	0.00	0.00	1.23	1.42	1.36
0.00	1.00	2.00	0.00	1.14	9.00	10.00	0.00	0.00	1.00	25.17	19.89	22.74
1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
23.00	16.00	33.00	15.00	25.00	36.00	25.00	32.00	29.00	19.00	13.00	33.00	31.00
3.99	1.01	0.00	0.00	2.68	3.04	9.10	0.00	2.04	4.08	3.67	3.79	3.04
786.00	885.00	913.00	845.00	892.00	896.00	946.00	808.00	635.00	643.00	762.00	694.00	736.00
779.00	937.89	802.56	897.87	898.00	809.00	882.87	802.00	726.77	801.88	698.00	741.61	657.00
1.00	2.00	3.04	1.10	1.00	0.00	1.00	3.21	1.65	4.00	0.00	4.32	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
57.82	79.43	34.03	67.88	44.66	49.46	92.21	84.73	58.38	63.19	52.18	27.77	35.22
